level,l1,l2,url
L1,Packing List Envelopes,,https://www.uline.com/Cls_14/Packing-List-Envelopes
L2,Packing List Envelopes,Packing List Enclosed Envelopes,https://www.uline.com/Grp_120/Packing-List-Enclosed-Envelopes
L2,Packing List Envelopes,Clear Packing List Envelopes,https://www.uline.com/Grp_42/Clear-Packing-List-Envelopes
L1,Tubes,,https://www.uline.com/Cls_15/Tubes
L2,Tubes,Clear Tubes,https://www.uline.com/Grp_569/Clear-Tubes
L2,Tubes,Quick Custom Tubes,https://www.uline.com/Grp_567/Quick-Custom-Tubes
L1,"CDs, DVDs and Media",,https://www.uline.com/Cls_20/CDs-DVDs-and-Media
L2,"CDs, DVDs and Media",CD Envelopes and Sleeves,https://www.uline.com/Grp_151/CD-Envelopes-and-Sleeves
L2,"CDs, DVDs and Media",CD Cases and Mailers,https://www.uline.com/Grp_87/CD-Cases-and-Mailers
L2,"CDs, DVDs and Media",DVD Cases and Mailers,https://www.uline.com/Grp_154/DVD-Cases-and-Mailers
L2,"CDs, DVDs and Media",CD / DVD Labels and Inserts,https://www.uline.com/Grp_207/CD-DVD-Labels-and-Inserts
L2,"CDs, DVDs and Media",Video Packaging,https://www.uline.com/Grp_155/Video-Packaging
L1,Cleaners,,https://www.uline.com/Cls_43/Cleaners
L2,Cleaners,All-Purpose Cleaners,https://www.uline.com/Grp_612/All-Purpose-Cleaners
L2,Cleaners,Disinfectants,https://www.uline.com/Grp_613/Disinfectants
L2,Cleaners,Glass Cleaners,https://www.uline.com/Grp_614/Glass-Cleaners
L2,Cleaners,Dish Soap and Detergent,https://www.uline.com/Grp_615/Dish-Soap-and-Detergent
L2,Cleaners,Laundry Detergent,https://www.uline.com/Grp_616/Laundry-Detergent
L2,Cleaners,Bathroom Cleaners,https://www.uline.com/Grp_617/Bathroom-Cleaners
L2,Cleaners,Degreasers,https://www.uline.com/Grp_618/Degreasers
L2,Cleaners,Specialty Cleaners,https://www.uline.com/Grp_619/Specialty-Cleaners
L2,Cleaners,Floor and Carpet Cleaners,https://www.uline.com/Grp_620/Floor-and-Carpet-Cleaners
L2,Cleaners,Stainless Steel Cleaners,https://www.uline.com/Grp_621/Stainless-Steel-Cleaners
L2,Cleaners,Automotive Cleaners,https://www.uline.com/Grp_703/Automotive-Cleaners
L1,Damage Indicators,,https://www.uline.com/Cls_10/Damage-Indicators
L1,Desiccants,,https://www.uline.com/Cls_39/Desiccants
L1,Scales,,https://www.uline.com/Cls_23/Scales
L2,Scales,Counting Scales,https://www.uline.com/Grp_45/Counting-Scales
L2,Scales,Shipping and Weighing Scales,https://www.uline.com/Grp_158/Shipping-and-Weighing-Scales
L2,Scales,Low Profile Floor Scales,https://www.uline.com/Grp_160/Low-Profile-Floor-Scales
L2,Scales,Platform Scales,https://www.uline.com/Grp_161/Platform-Scales
L2,Scales,Compact Bench Scales,https://www.uline.com/Grp_382/Compact-Bench-Scales
L2,Scales,Scale Accessories,https://www.uline.com/Grp_342/Scale-Accessories
L2,Scales,Food Scales,https://www.uline.com/Grp_663/Food-Scales
L1,Shipping Supplies,,https://www.uline.com/Cls_shipping/
