level1,level1_url,level2,level2_url,level3,level3_url,level4,level4_url
Office Supplies,https://www.staples.com/Office-Supplies/cat_SC1,Storage & Organization,https://www.staples.com/Storage-Organization/cat_CG3633,Folders & Filing,https://www.staples.com/Folders-Filing/cat_CG3539,,
Office Supplies,https://www.staples.com/Office-Supplies/cat_SC1,Storage & Organization,https://www.staples.com/Storage-Organization/cat_CG3633,Labels,https://www.staples.com/Labels/cat_CL142725,,
Office Supplies,https://www.staples.com/Office-Supplies/cat_SC1,Storage & Organization,https://www.staples.com/Storage-Organization/cat_CG3633,Shredders,https://www.staples.com/Shredders/cat_CL141980,,
Office Supplies,https://www.staples.com/Office-Supplies/cat_SC1,Storage & Organization,https://www.staples.com/Storage-Organization/cat_CG3633,Moving Supplies,https://www.staples.com/Moving-Supplies/cat_CL221465,,
Office Supplies,https://www.staples.com/Office-Supplies/cat_SC1,Storage & Organization,https://www.staples.com/Storage-Organization/cat_CG3633,Cardboard Boxes,https://www.staples.com/Shipping-Boxes/cat_CL213835,,
Office Supplies,https://www.staples.com/Office-Supplies/cat_SC1,Storage & Organization,https://www.staples.com/Storage-Organization/cat_CG3633,Bubble Roll Cushioning,https://www.staples.com/Bubble-Rolls/cat_CL350310,,
Office Supplies,https://www.staples.com/Office-Supplies/cat_SC1,Storage & Organization,https://www.staples.com/Storage-Organization/cat_CG3633,Literature & Mail Sorters,https://www.staples.com/Literature-Mail-Sorters/cat_CL141866,,
Paper,https://www.staples.com/Paper/cat_SC1676,Copy & Printer Paper,https://www.staples.com/Copy-Printer-Paper/cat_CL140691,,,,
Paper,https://www.staples.com/Paper/cat_SC1676,Notebooks,https://www.staples.com/Notebooks/cat_CL165557,,,,
Paper,https://www.staples.com/Paper/cat_SC1676,Notepads,https://www.staples.com/Notepads/cat_CL220835,,,,
Paper,https://www.staples.com/Paper/cat_SC1676,Journals & Diaries,https://www.staples.com/Journals-Diaries/cat_CL166390,,,,
Paper,https://www.staples.com/Paper/cat_SC1676,Fine Business & Resume Papers,https://www.staples.com/Fine-Business-Resume-Papers/cat_CL221518,,,,
Paper,https://www.staples.com/Paper/cat_SC1676,Card Stock,https://www.staples.com/Card-Stock/cat_CL214438,,,,
Paper,https://www.staples.com/Paper/cat_SC1676,Stationery & Invitations,https://www.staples.com/Stationery-Invitations/cat_CG350061,Custom Appointment Cards,https://www.staples.com/Custom-Appointment-Cards/cat_CL167856,,
Paper,https://www.staples.com/Paper/cat_SC1676,Stationery & Invitations,https://www.staples.com/Stationery-Invitations/cat_CG350061,Invitations,https://www.staples.com/Invitations/cat_CL163311,,
Paper,https://www.staples.com/Paper/cat_SC1676,Stationery & Invitations,https://www.staples.com/Stationery-Invitations/cat_CG350061,Table Tents,https://www.staples.com/Table-Tents/cat_CL206126,,
Paper,https://www.staples.com/Paper/cat_SC1676,Stationery & Invitations,https://www.staples.com/Stationery-Invitations/cat_CG350061,Note Cards & Postcards,https://www.staples.com/Note-Cards-Postcards/cat_CL140789,,
Paper,https://www.staples.com/Paper/cat_SC1676,Stationery & Invitations,https://www.staples.com/Stationery-Invitations/cat_CG350061,Greeting Cards,https://www.staples.com/Greeting-Cards/cat_CL215596,,
Paper,https://www.staples.com/Paper/cat_SC1676,Stationery & Invitations,https://www.staples.com/Stationery-Invitations/cat_CG350061,Stationery,https://www.staples.com/Stationery/cat_CL164333,,
Paper,https://www.staples.com/Paper/cat_SC1676,Stationery & Invitations,https://www.staples.com/Stationery-Invitations/cat_CG350061,Holiday Cards,https://www.staples.com/Holiday-Cards/cat_CL163313,,
Paper,https://www.staples.com/Paper/cat_SC1676,Stationery & Invitations,https://www.staples.com/Stationery-Invitations/cat_CG350061,Wedding Invitations & Kits,https://www.staples.com/Wedding-Invitations-Kits/cat_CL163312,,
Paper,https://www.staples.com/Paper/cat_SC1676,Forms & Recordkeeping,https://www.staples.com/Forms-Recordkeeping/cat_CG3717,Medical Forms,https://www.staples.com/Medical-Forms/cat_CL214615,,
Paper,https://www.staples.com/Paper/cat_SC1676,Forms & Recordkeeping,https://www.staples.com/Forms-Recordkeeping/cat_CG3717,Business Forms,https://www.staples.com/Business-Forms/cat_CL141007,,
Paper,https://www.staples.com/Paper/cat_SC1676,Forms & Recordkeeping,https://www.staples.com/Forms-Recordkeeping/cat_CG3717,Accounting & Record Journals,https://www.staples.com/Accounting-Record-Journals/cat_CL100501,,
Paper,https://www.staples.com/Paper/cat_SC1676,Forms & Recordkeeping,https://www.staples.com/Forms-Recordkeeping/cat_CG3717,Digital Legal Forms,https://www.staples.com/Digital-Legal-Forms/cat_CL216640,,
Paper,https://www.staples.com/Paper/cat_SC1676,Forms & Recordkeeping,https://www.staples.com/Forms-Recordkeeping/cat_CG3717,HR Forms,https://www.staples.com/HR-Forms/cat_CL164585,,
Paper,https://www.staples.com/Paper/cat_SC1676,Forms & Recordkeeping,https://www.staples.com/Forms-Recordkeeping/cat_CG3717,Tax Forms,https://www.staples.com/Tax-Forms/cat_CL168347,,
Paper,https://www.staples.com/Paper/cat_SC1676,Index Cards,https://www.staples.com/Index-Cards/cat_CL214476,,,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CL165755,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Post-it Notes,https://www.staples.com/Post-it-Post-it-Sticky-Notes/cat_CL165755/006ou,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Sticky Tabs & Flags,https://www.staples.com/Post-it-Sticky-Flags-Tabs/cat_CL165756,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Pop-Up Sticky Note Dispensers,https://www.staples.com/Post-it-and-Sticky-Notes-Dispensers/cat_CL165757,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Pop-up Sticky Notes,https://www.staples.com/pop-up-sticky-notes/cat_CL165755/ixc7w,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Sticky Easel Pads,https://www.staples.com/self-stick-easel-pads/cat_CL140915/9ot1l,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Calendars,https://www.staples.com/Calendars/cat_CL166389,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Dry Erase Calendar Boards,https://www.staples.com/Calendar-In-Out-Boards/cat_CL142105,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Planners & Personal Organizers,https://www.staples.com/Planners-Personal-Organizers/cat_CL166388,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Desk Pads,https://www.staples.com/Desk-Pads/cat_CL140589,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Writing Supplies,https://www.staples.com/Writing-Supplies/cat_CG11,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Notepads,https://www.staples.com/Notepads/cat_CL220835,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Notebooks,https://www.staples.com/Notebooks/cat_CL165557,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Journals,https://www.staples.com/Journals-Diaries/cat_CL166390,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Dry Erase & Whiteboards,https://www.staples.com/Dry-Erase-Whiteboards/cat_CL166382,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Bulletin Boards,https://www.staples.com/Bulletin-Boards/cat_CL142403,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Thumb Tacks & Push Pins,https://www.staples.com/Thumb-Tacks-Push-Pins/cat_CL354692,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Desk Drawer Organizers,https://www.staples.com/Drawer-Organizers/cat_CL163265,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it & Sticky Notes,https://www.staples.com/Post-it-Sticky-Notes/cat_CG3861,Desk Organizer Sets,https://www.staples.com/Desk-Organizer-Sets/cat_CL140986,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it Brand Shop,https://www.staples.com/deals/Post-it-Brand-Shop/BI1577479,Post-it Super Sticky,https://www.staples.com/Post-it-Super-Sticky-Post-it-Sticky-Notes/cat_CL165755/006ou-6cb9y,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it Brand Shop,https://www.staples.com/deals/Post-it-Brand-Shop/BI1577479,Post-it Notes,https://www.staples.com/Post-it-Post-it-Sticky-Notes/cat_CL165755/006ou,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it Brand Shop,https://www.staples.com/deals/Post-it-Brand-Shop/BI1577479,Post-it Pop Up Notes,https://www.staples.com/pop-up-post-it-notes/cat_CL165755/006ou-ixc7w,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it Brand Shop,https://www.staples.com/deals/Post-it-Brand-Shop/BI1577479,Post-it Pop Up Dispensers,https://www.staples.com/Post-it-Post-it-and-Sticky-Notes-Dispensers/cat_CL165757/006ou,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it Brand Shop,https://www.staples.com/deals/Post-it-Brand-Shop/BI1577479,Post-it Easel Pads,https://www.staples.com/Post-it-Easel-Pads/cat_CL140915/006ou,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it Brand Shop,https://www.staples.com/deals/Post-it-Brand-Shop/BI1577479,Post-it Easy Erase Surface,https://www.staples.com/Post-it-Dry-Erase-Whiteboards/cat_CL166382/006ou,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it Brand Shop,https://www.staples.com/deals/Post-it-Brand-Shop/BI1577479,Post-it Flags & Tabs,https://www.staples.com/Post-it-Post-it-Sticky-Flags-Tabs/cat_CL165756/006ou,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it Brand Shop,https://www.staples.com/deals/Post-it-Brand-Shop/BI1577479,Post-it Transparent Notes,https://www.staples.com/Post-it-Clear-Post-it-Sticky-Notes/cat_CL165755/006ou-5yduo,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it Brand Shop,https://www.staples.com/deals/Post-it-Brand-Shop/BI1577479,Post-it Recycled Notes,https://www.staples.com/Post-it-All-Eco-ID-qualified-Post-it-Sticky-Notes/cat_CL165755/006ou-4y1ll,,
Paper,https://www.staples.com/Paper/cat_SC1676,Post-it Brand Shop,https://www.staples.com/deals/Post-it-Brand-Shop/BI1577479,Post-it Value Packs,https://www.staples.com/zq9zq9Post-it-Sticky-Notes/cat_CL165755/006ou-becppwyes0,,
Paper,https://www.staples.com/Paper/cat_SC1676,Copy & Multipurpose Paper,https://www.staples.com/Copy-Printer-Paper/cat_CL140691,,,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Paper Towels,https://www.staples.com/Paper-Towels/cat_CL141826,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Toilet Paper,https://www.staples.com/Toilet-Paper-Bath-Tissue/cat_CL141829,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Tissues,https://www.staples.com/Facial-Tissue/cat_CL141828,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Napkins,https://www.staples.com/Napkins/cat_CL141827,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Toilet Seat Covers,https://www.staples.com/Toilet-Seat-Covers/cat_CL220927,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Paper Towel Dispensers,https://www.staples.com/Paper-Towel-Dispensers/cat_CL350640,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Toilet Paper Dispensers,https://www.staples.com/Toilet-Paper-Dispensers/cat_CL350641,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Napkin Dispensers,https://www.staples.com/Napkin-Dispensers/cat_CL350646,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Toilet Seat Cover Dispensers,https://www.staples.com/Toilet-Seat-Cover-Dispensers/cat_CL350642,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Hand Dryers,https://www.staples.com/Hand-Dryers/cat_CL210355,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Janitorial Paper Dispensers,https://www.staples.com/Janitorial-Paper-Dispensers/cat_CG3930,Period Care,https://www.staples.com/lp/period-care,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Adhesive Removers,,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,All-Purpose Cleaners,https://www.staples.com/All-Purpose-Cleaners-Spray-Cleaning-Chemicals/cat_CL142820/k2zyw,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Carpet Care,https://www.staples.com/Carpet-Care/cat_CL220880,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Hard Floor Care,https://www.staples.com/Hard-Floor-Care/cat_CL220977,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Degreasers,https://www.staples.com/cleaners-degreasers/cat_CL142820/ral7u,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Dilution Control Chemicals,https://www.staples.com/Dilution-Control-Chemicals/cat_CL350595,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Dishwashing Detergent,https://www.staples.com/Dish-Soap/cat_CL215693,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Disinfectant,https://www.staples.com/Disinfectant-Cleaning-Chemicals/cat_CL142820/8uucw,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Disinfection Wipes,https://www.staples.com/Disinfectant-Wipes/cat_CL220881,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Drain Cleaners,https://www.staples.com/drain-cleaner/cat_CL142820/sowzn,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Furniture Cleaners,https://www.staples.com/Furniture-Wood-Polish-Cleaning-Chemicals/cat_CL142820/swxsa,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Glass Cleaners,https://www.staples.com/window-glass-cleaner-cleaning-chemicals/cat_CL142820/521tw,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Laundry Detergent,https://www.staples.com/Laundry-Detergent/cat_CL168322,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Odor Control,https://www.staples.com/Air-Fresheners-Deodorizers/cat_CL142818,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Chemicals & Wipes,https://www.staples.com/Cleaning-Chemicals-Disinfectants/cat_CG3668,Restroom Cleaners,https://www.staples.com/toilet-bathroom-cleaner-cleaning-chemicals/cat_CL142820/ba6du,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Hand Sanitizer,https://www.staples.com/Hand-Sanitizer/cat_CL220928,,,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Hand Soaps & Sanitizers,https://www.staples.com/Hand-Soaps-Sanitizers/cat_CG3931,,,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Natural Cleaning Supplies,https://www.staples.com/natural-cleaning-supplies/cat_CG350171,,,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Waste & Recycling,https://www.staples.com/Waste-Recycling-Products/cat_CG2827,Trash Bags,https://www.staples.com/Trash-Bags/cat_CL141923,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Waste & Recycling,https://www.staples.com/Waste-Recycling-Products/cat_CG2827,Waste Receptacle Lids & Accessories,https://www.staples.com/Waste-Receptacle-Lids-Accessories/cat_CL350740,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Waste & Recycling,https://www.staples.com/Waste-Recycling-Products/cat_CG2827,Trash Cans & Recycling Bins,https://www.staples.com/Trash-Cans-Recycling-Bins/cat_CL141928,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Laundry Detergent,https://www.staples.com/Laundry-Detergent/cat_CL168322,,,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Tools,https://www.staples.com/Cleaning-Tools/cat_CG3928,Squeegees,https://www.staples.com/Squeegees/cat_CL204491,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Tools,https://www.staples.com/Cleaning-Tools/cat_CG3928,Cleaning Cloths & Rags,https://www.staples.com/Cleaning-Cloths-Rags/cat_CL220907,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Tools,https://www.staples.com/Cleaning-Tools/cat_CG3928,Cleaning Brushes & Toilet Plungers,https://www.staples.com/Cleaning-Brushes-Toilet-Plungers/cat_CL220905,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Tools,https://www.staples.com/Cleaning-Tools/cat_CG3928,"Cleaning Carts, Caddies & Accessories",https://www.staples.com/Cleaning-Carts-Caddies-Accessories/cat_DP353666,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Tools,https://www.staples.com/Cleaning-Tools/cat_CG3928,Spray Bottles & Sprayers,https://www.staples.com/Spray-Bottles-Sprayers/cat_CL216655,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Tools,https://www.staples.com/Cleaning-Tools/cat_CG3928,"Mops, Brooms & Dustpans",https://www.staples.com/Mops-Brooms-Dustpans/cat_DP353665,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Tools,https://www.staples.com/Cleaning-Tools/cat_CG3928,Dusters,https://www.staples.com/Dusters/cat_CL165592,,
Cleaning Supplies,https://www.staples.com/cleaning-supplies/cat_SC1683,Cleaning Tools,https://www.staples.com/Cleaning-Tools/cat_CG3928,Sponges & Scrubbers,https://www.staples.com/Sponges-Scrubbers/cat_CL142819,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Office Chairs,https://www.staples.com/Office-Chairs/cat_CL166253,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Staples Chair Center,https://www.staples.com/lp/sbg-chair-center,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Gaming Chairs,https://www.staples.com/Gaming-Office-Chairs/cat_CL166253/pfrhu,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Chair Mats,https://www.staples.com/Chair-Mats/cat_CL70205,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Accent & Waiting Room Chairs,https://www.staples.com/Accent-Waiting-Room-Chairs/cat_CL70203,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Chair Parts & Accessories,https://www.staples.com/Chair-Parts-Accessories/cat_CL141955,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Dining Chairs,https://www.staples.com/Dining-Chairs/cat_CL166181,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Stacking & Folding Chairs,https://www.staples.com/Stacking-Folding-Chairs/cat_CL166358,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Big and Tall Chairs,https://www.staples.com/Big-Tall-Office-Chairs/cat_CL166253/936hb,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Kids Seating,https://www.staples.com/Kids-Seating/cat_CL210316,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,"Recliners, Gliders & Rockers",https://www.staples.com/Recliners-Gliders-Rockers/cat_CL210580,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Workplace 2.0,https://www.staples.com/Workplace2-0/cat_CL350275,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,"Sofas, Loveseats & Sectionals",https://www.staples.com/Sofas-Loveseats-Sectionals/cat_CL215551,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Benches & Beam Seating,https://www.staples.com/Benches-Beam-Seating/cat_CL163750,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Foot Rests,https://www.staples.com/Foot-Rests/cat_CL161892,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Ottomans,https://www.staples.com/Ottomans/cat_CL161807,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Drafting Chairs & Office Stools,https://www.staples.com/Drafting-Chairs-Office-Stools/cat_CL166357,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Chairs & Seating,https://www.staples.com/Chairs-Seating/cat_CG32,Counter & Bar Stools,https://www.staples.com/Counter-Bar-Stools/cat_CL166182,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,File Cabinets,https://www.staples.com/File-Cabinets/cat_CL70401,,,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Bookcases & Bookshelves,https://www.staples.com/Bookcases-Bookshelves/cat_CL166206,,,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Kids Seating,https://www.staples.com/kids-seating/cat_DP10543,Office Chairs,https://www.staples.com/Office-Chairs/cat_CL166253,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Kids Seating,https://www.staples.com/kids-seating/cat_DP10543,Staples Chair Center,https://www.staples.com/lp/sbg-chair-center,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Kids Seating,https://www.staples.com/kids-seating/cat_DP10543,Gaming Chairs,https://www.staples.com/Gaming-Office-Chairs/cat_CL166253/pfrhu,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Kids Seating,https://www.staples.com/kids-seating/cat_DP10543,Chair Mats,https://www.staples.com/Chair-Mats/cat_CL70205,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Kids Seating,https://www.staples.com/kids-seating/cat_DP10543,Accent & Waiting Room Chairs,https://www.staples.com/Accent-Waiting-Room-Chairs/cat_CL70203,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Kids Seating,https://www.staples.com/kids-seating/cat_DP10543,Chair Parts & Accessories,https://www.staples.com/Chair-Parts-Accessories/cat_CL141955,,
Furniture,https://www.staples.com/Furniture-Chairs-Cabinets/cat_SC2,Kids Seating,https://www.staples.com/kids-seating/cat_DP10543,Dining Chairs,https://www.staples.com/Dining-Chairs/cat_CL166181,,
