level,l1,l2,l3,url
L3,Electronics,TVs & Home Theater,Video Equipment,https://www.officedepot.com/b/video-equipment/N-509470
L3,Electronics,TVs & Home Theater,Audio Devices,https://www.officedepot.com/b/audio-devices/N-651017
L2,Electronics,Networking & Cables,,https://www.officedepot.com/b/networking-and-cables/N-509688
L3,Electronics,Networking & Cables,Wireless Networking,https://www.officedepot.com/b/wireless-networking/N-509733
L3,Electronics,Networking & Cables,Network Switches & Hubs,https://www.officedepot.com/b/network-switches-and-hubs/N-509719
L3,Electronics,Networking & Cables,Cables,https://www.officedepot.com/b/cables/N-509689
L3,Electronics,Networking & Cables,Cable Management,https://www.officedepot.com/b/cable-management/N-509693
L3,Electronics,Networking & Cables,USB Hubs & Adapters,https://www.officedepot.com/b/usb-hubs-adapters-and-switches/N-509728
L2,Electronics,Batteries & Power Protection,,https://www.officedepot.com/b/batteries-and-power-protection/N-509475
L3,Electronics,Batteries & Power Protection,Alkaline Batteries,https://www.officedepot.com/b/alkaline-batteries/N-509485
L3,Electronics,Batteries & Power Protection,Lithium Batteries,https://www.officedepot.com/b/lithium-batteries/N-509496
L3,Electronics,Batteries & Power Protection,UPS Battery Backup,https://www.officedepot.com/b/ups-battery-backup/N-509510
L3,Electronics,Batteries & Power Protection,Chargers & Adapters,https://www.officedepot.com/b/chargers-and-adapters/N-509492
L3,Electronics,Batteries & Power Protection,Rechargeable Batteries,https://www.officedepot.com/b/rechargeable-batteries/N-509504
L2,Electronics,Audio,,https://www.officedepot.com/b/audio/N-552805
L3,Electronics,Audio,Headphones,https://www.officedepot.com/b/headphones/N-552818
L3,Electronics,Audio,Home Audio,https://www.officedepot.com/b/home-audio/N-633847
L3,Electronics,Audio,Wireless Speakers,https://www.officedepot.com/b/wireless-and-bluetooth-speakers/N-696204
L3,Electronics,Audio,Audio Accessories,https://www.officedepot.com/b/audio-accessories/N-552815
L3,Electronics,Audio,Docks & Radios,https://www.officedepot.com/b/docks-and-radios/N-633852
L2,Electronics,More Ways to Shop,,
L3,Electronics,More Ways to Shop,Smart Home,https://www.officedepot.com/b/smart-home/N-734014
L3,Electronics,More Ways to Shop,Cameras & Camcorders,https://www.officedepot.com/b/cameras-and-camcorders/N-509515
L3,Electronics,More Ways to Shop,Wearable Technology,https://www.officedepot.com/b/wearable-technology/N-573033
L1,Cleaning,,,https://www.officedepot.com/b/cleaning/N-530552
L2,Cleaning,Shop Cleaning Deals,,https://www.officedepot.com/l/deal-center/cleaning-breakroom-deals
L2,Cleaning,Cleaning Supplies,,https://www.officedepot.com/b/cleaning-supplies/N-1477628
L3,Cleaning,Cleaning Supplies,Cleaning Wipes,https://www.officedepot.com/b/cleaning-wipes/N-1477632
L3,Cleaning,Cleaning Supplies,All-Purpose Cleaners,https://www.officedepot.com/b/all-purpose-cleaners/N-1477629
L3,Cleaning,Cleaning Supplies,Dish Detergents,https://www.officedepot.com/b/dish-detergents/N-1477633
L3,Cleaning,Cleaning Supplies,Bathroom Cleaners,https://www.officedepot.com/b/bathroom-cleaners/N-1477630
L3,Cleaning,Cleaning Supplies,Glass Cleaners,https://www.officedepot.com/b/glass-cleaners/N-1477636
L2,Cleaning,Trash Cans & Bags,,https://www.officedepot.com/b/trash-cans-and-bags/N-1170290
L3,Cleaning,Trash Cans & Bags,Trash Cans,https://www.officedepot.com/b/trash-cans/N-1170293
L3,Cleaning,Trash Cans & Bags,Trash Bags,https://www.officedepot.com/b/trash-bags/N-1170292
L3,Cleaning,Trash Cans & Bags,Recycle Bins,https://www.officedepot.com/b/recycle-bins/N-1170291
L2,Cleaning,Medical Supplies,,https://www.officedepot.com/b/medical-supplies/N-654427
L3,Cleaning,Medical Supplies,Measuring Devices,https://www.officedepot.com/b/diagnostic/N-1181082
L3,Cleaning,Medical Supplies,Infection Control,https://www.officedepot.com/b/infection-control/N-1181095
L3,Cleaning,Medical Supplies,Medical Wear,https://www.officedepot.com/b/medical-wear/N-1181107
L3,Cleaning,Medical Supplies,Patient Care,https://www.officedepot.com/b/patient-care/N-1181126
L3,Cleaning,Medical Supplies,Wound Care,https://www.officedepot.com/b/wound-care/N-1181163
L2,Cleaning,Paper Products,,
L3,Cleaning,Paper Products,Toilet Paper,https://www.officedepot.com/b/toilet-paper/N-1170289
L3,Cleaning,Paper Products,Paper Towel Rolls,https://www.officedepot.com/b/paper-towels/Item_Type--Paper_Towel_Roll/N-1170288
L3,Cleaning,Paper Products,C-Fold Towels,https://www.officedepot.com/b/paper-towels/Fold_Type--C_Fold/N-1170288
L3,Cleaning,Paper Products,Multifold Towels,https://www.officedepot.com/b/paper-towels/Fold_Type--Multi_Fold/N-1170288
L3,Cleaning,Paper Products,Facial Tissues,https://www.officedepot.com/b/facial-tissues/N-1170285
L2,Cleaning,Soaps & Sanitizers,,
L3,Cleaning,Soaps & Sanitizers,Hand Soap,https://www.officedepot.com/b/hand-soap/N-1170287
L3,Cleaning,Soaps & Sanitizers,Hand Soap Refills,https://www.officedepot.com/b/hand-soap/Product_Type--Soap_Dispenser_Refill/N-1170287
L3,Cleaning,Soaps & Sanitizers,Soap Dispensers,https://www.officedepot.com/b/hand-soap/N-1170287
L3,Cleaning,Soaps & Sanitizers,Hand Sanitizer,https://www.officedepot.com/b/hand-sanitizers/N-1170286
L2,Cleaning,Safety & Security,,https://www.officedepot.com/b/safety-and-security/N-654510
L3,Cleaning,Safety & Security,Eye Protection,https://www.officedepot.com/b/eye-protection/N-654523
L3,Cleaning,Safety & Security,Gloves & Hand Protection,https://www.officedepot.com/b/gloves-and-hand-protection/N-654548
L3,Cleaning,Safety & Security,Head & Face Protection,https://www.officedepot.com/b/head-and-face-protection/N-654551
L3,Cleaning,Safety & Security,Respiratory Protection,https://www.officedepot.com/b/respiratory-protection/N-654565
L2,Cleaning,Cleaning Tools,,https://www.officedepot.com/b/cleaning-tools/N-1176181
L3,Cleaning,Cleaning Tools,Floor Care,https://www.officedepot.com/b/floor-care/N-1176186
L3,Cleaning,Cleaning Tools,Dusters,https://www.officedepot.com/b/dusters/N-1176185
L3,Cleaning,Cleaning Tools,Sponges,https://www.officedepot.com/b/sponges/N-1176188
L3,Cleaning,Cleaning Tools,Cloths,https://www.officedepot.com/b/cloths/N-1176184
L2,Cleaning,Air Fresheners,,https://www.officedepot.com/b/air-fresheners/N-1176180
L3,Cleaning,Air Fresheners,Air Freshener Spray,https://www.officedepot.com/b/air-fresheners/Product_Type--Air_Freshener_Spray/N-1176180
L3,Cleaning,Air Fresheners,Freshener Refills,https://www.officedepot.com/b/air-fresheners/Product_Type--Air_Freshener_Dispenser_Refill/N-1176180
L2,Cleaning,Personal Protective Equipment,,https://www.officedepot.com/l/cleaning/personal-protective-equipment
L1,Breakroom,,,https://www.officedepot.com/b/breakroom/N-530419
L2,Breakroom,Shop Breakroom Deals,,https://www.officedepot.com/l/deal-center/cleaning-breakroom-deals
L2,Breakroom,Coffee & Coffee Supplies,,https://www.officedepot.com/b/coffee-and-coffee-supplies/N-1154872
L3,Breakroom,Coffee & Coffee Supplies,Coffee,https://www.officedepot.com/b/coffee/N-1154874
L3,Breakroom,Coffee & Coffee Supplies,Coffee Makers,https://www.officedepot.com/b/coffee-makers/N-1176154
L3,Breakroom,Coffee & Coffee Supplies,Creamers,https://www.officedepot.com/b/creamers/N-1154878
L3,Breakroom,Coffee & Coffee Supplies,Sugar & Sweeteners,https://www.officedepot.com/b/sugar-and-sweeteners/N-1154881
L3,Breakroom,Coffee & Coffee Supplies,Hot Cups & Lids,https://www.officedepot.com/b/hot-cups-and-lids/N-1154879
L2,Breakroom,"Cups, Plates & Cutlery",,https://www.officedepot.com/b/cups-plates-and-cutlery/N-1176169
L3,Breakroom,"Cups, Plates & Cutlery",Cups,https://www.officedepot.com/b/cups/N-1176172
L3,Breakroom,"Cups, Plates & Cutlery",Plates,https://www.officedepot.com/b/plates/N-1176177
L3,Breakroom,"Cups, Plates & Cutlery",Cutlery,https://www.officedepot.com/b/cutlery/N-1176173
L3,Breakroom,"Cups, Plates & Cutlery",Cooking Utensils,https://www.officedepot.com/b/cooking-utensils/N-1176171
L3,Breakroom,"Cups, Plates & Cutlery",Bowls,https://www.officedepot.com/b/bowls/N-1176170
L2,Breakroom,Fresh & Frozen Food,,https://www.officedepot.com/b/fresh-and-frozen-foods/N-1418020
L3,Breakroom,Fresh & Frozen Food,Bakery & Breads,https://www.officedepot.com/b/bakery-and-breads/N-1418021
L3,Breakroom,Fresh & Frozen Food,Breakfast & Cereal,https://www.officedepot.com/b/breakfast-and-cereal/N-1418022
L3,Breakroom,Fresh & Frozen Food,Dairy,https://www.officedepot.com/b/dairy/N-1418023
L3,Breakroom,Fresh & Frozen Food,Frozen Meals & Snacks,https://www.officedepot.com/b/frozen-meals-and-snacks/N-1418024
L3,Breakroom,Fresh & Frozen Food,Fruits & Vegetables,https://www.officedepot.com/b/fruits-and-vegetables/N-1418025
L2,Breakroom,Beverages,,https://www.officedepot.com/b/beverages/N-1154865
L3,Breakroom,Beverages,Water,https://www.officedepot.com/b/water/N-1154871
L3,Breakroom,Beverages,Soda,https://www.officedepot.com/b/soda/N-1154869
L3,Breakroom,Beverages,Juice,https://www.officedepot.com/b/juice/N-1154868
L3,Breakroom,Beverages,Tea,https://www.officedepot.com/b/tea/N-1154870
L3,Breakroom,Beverages,Energy & Nutrition Drinks,https://www.officedepot.com/b/energy-and-nutrition-drinks/N-1154866
L2,Breakroom,Candy & Snacks,,https://www.officedepot.com/b/candy-and-snacks/N-1418009
L3,Breakroom,Candy & Snacks,Chips & Pretzels,https://www.officedepot.com/b/chips-and-pretzels/N-1418010
L3,Breakroom,Candy & Snacks,Chocolate & Caramels,https://www.officedepot.com/b/chocolate-and-caramels/N-1418011
L3,Breakroom,Candy & Snacks,Cookies,https://www.officedepot.com/b/cookies/N-1418012
L3,Breakroom,Candy & Snacks,Crackers,https://www.officedepot.com/b/crackers/N-1418013
L3,Breakroom,Candy & Snacks,Gum & Mints,https://www.officedepot.com/b/gum-and-mints/N-1418015
L2,Breakroom,Appliances,,https://www.officedepot.com/b/appliances/N-530420
L3,Breakroom,Appliances,Heating & Cooling,https://www.officedepot.com/b/heating-and-cooling/N-1176144
L3,Breakroom,Appliances,Kitchen,https://www.officedepot.com/b/kitchen/N-1176150
L3,Breakroom,Appliances,Laundry,https://www.officedepot.com/b/laundry/N-1176164
L1,Mailing & Shipping,,,https://www.officedepot.com/b/mailing-packing-and-shipping/N-3912
L2,Mailing & Shipping,Shop Mailing & Shipping Deals,,https://www.officedepot.com/b/mailing-packing-and-shipping/Featured_Items--On_Sale/N-3912
L2,Mailing & Shipping,Envelopes,,https://www.officedepot.com/b/envelopes/N-514132
L3,Mailing & Shipping,Envelopes,Business Envelopes,https://www.officedepot.com/b/business-envelopes/N-514133
L3,Mailing & Shipping,Envelopes,Catalog Envelopes,https://www.officedepot.com/b/catalog-envelopes/N-514135
L3,Mailing & Shipping,Envelopes,Tax Envelopes,https://www.officedepot.com/b/tax-envelopes/N-1013810
L3,Mailing & Shipping,Envelopes,Invitation Envelopes,https://www.officedepot.com/b/invitation-envelopes/N-887332
L3,Mailing & Shipping,Envelopes,Booklet Envelopes,https://www.officedepot.com/b/booklet-envelopes/N-887330
L3,Mailing & Shipping,Envelopes,Window Envelopes,https://www.officedepot.com/b/window-envelopes/N-887333
L3,Mailing & Shipping,Envelopes,Coin Envelopes,https://www.officedepot.com/b/coin-envelopes/N-887331
L2,Mailing & Shipping,Mailers,,https://www.officedepot.com/b/mailers/N-530021
L3,Mailing & Shipping,Mailers,Bubble Mailers,https://www.officedepot.com/b/bubble-mailers/N-1012421
L3,Mailing & Shipping,Mailers,Flat Mailers,https://www.officedepot.com/b/flat-mailers/N-1012422
L3,Mailing & Shipping,Mailers,Mailing Tubes,https://www.officedepot.com/b/mailing-tubes/N-530025
L3,Mailing & Shipping,Mailers,Corrugated Mailers,https://www.officedepot.com/b/corrugated-mailers/N-530023
L3,Mailing & Shipping,Mailers,Padded Mailers,https://www.officedepot.com/b/padded-mailers/N-1012423
L3,Mailing & Shipping,Mailers,Poly Mailers,https://www.officedepot.com/b/poly-mailers/N-1199130
L2,Mailing & Shipping,Labels,,https://www.officedepot.com/b/labels-and-tags/N-3950
L3,Mailing & Shipping,Labels,Address Labels,https://www.officedepot.com/b/address-labels/N-3951
L3,Mailing & Shipping,Labels,Shipping Labels,https://www.officedepot.com/b/shipping-labels/N-1159764
L3,Mailing & Shipping,Labels,Packing List Envelopes,https://www.officedepot.com/b/packing-list-envelopes/N-1012420
L2,Mailing & Shipping,Shipping & Moving Boxes,,https://www.officedepot.com/b/shipping-and-moving-boxes/N-3913
L3,Mailing & Shipping,Shipping & Moving Boxes,Shipping Boxes,https://www.officedepot.com/b/shipping-boxes/N-3914
L3,Mailing & Shipping,Shipping & Moving Boxes,Moving Boxes,https://www.officedepot.com/b/moving-boxes/N-530206
L3,Mailing & Shipping,Shipping & Moving Boxes,Storage Boxes,https://www.officedepot.com/b/shipping-and-moving-boxes/Usage--Storage/N-3913
L2,Mailing & Shipping,Packing Tape,,https://www.officedepot.com/b/packing-tape/N-4009
L3,Mailing & Shipping,Packing Tape,Shipping Tape,https://www.officedepot.com/b/packing-tape/Usage--Shipping/N-4009
L3,Mailing & Shipping,Packing Tape,Moving Tape,https://www.officedepot.com/b/packing-tape/Usage--Moving/N-4009
L3,Mailing & Shipping,Packing Tape,Storage Tape,https://www.officedepot.com/b/packing-tape/Usage--Storage/N-4009
L3,Mailing & Shipping,Packing Tape,Tape Dispensers,https://www.officedepot.com/b/packing-tape/Product_Type--Industrial_Tape_Dispenser/N-4009
L2,Mailing & Shipping,Packing Materials,,https://www.officedepot.com/b/packing-materials/N-3972
L3,Mailing & Shipping,Packing Materials,Bubble Rolls & Wrap,https://www.officedepot.com/b/bubble-rolls-and-wrap/N-3973
L3,Mailing & Shipping,Packing Materials,Packing Peanuts,https://www.officedepot.com/b/packing-peanuts/N-530215
L3,Mailing & Shipping,Packing Materials,Packing Papers,https://www.officedepot.com/b/packing-papers/N-3988
L3,Mailing & Shipping,Packing Materials,Corrugated Sheets & Rolls,https://www.officedepot.com/b/corrugated-sheets-and-rolls/N-1012430
L2,Mailing & Shipping,Postage Stamps,,https://www.officedepot.com/b/postage-stamps/N-543624
L2,Mailing & Shipping,Mailroom Equipment,,https://www.officedepot.com/b/mailroom-equipment/N-530211
L3,Mailing & Shipping,Mailroom Equipment,Postal Scales,https://www.officedepot.com/b/postal-scales/N-1012428
L3,Mailing & Shipping,Mailroom Equipment,Mail Sorters,https://www.officedepot.com/b/mail-sorters/N-1012426
L2,Mailing & Shipping,Industrial Shipping Supplies,,https://www.officedepot.com/b/industrial-shipping-supplies/N-1012408
L3,Mailing & Shipping,Industrial Shipping Supplies,Industrial Tape,https://www.officedepot.com/b/industrial-tape/N-1012438
L3,Mailing & Shipping,Industrial Shipping Supplies,Shrink-Wrap,https://www.officedepot.com/b/shrink-wrap/N-1012416
L3,Mailing & Shipping,Industrial Shipping Supplies,Inspection & Shipping Tags,https://www.officedepot.com/b/inspection-and-shipping-tags/N-1012412
L3,Mailing & Shipping,Industrial Shipping Supplies,Hand Trucks & Dollies,https://www.officedepot.com/b/hand-trucks-and-dollies/N-1012410
L3,Mailing & Shipping,Industrial Shipping Supplies,"Utility Knives, Cutters & Blades",https://www.officedepot.com/b/utility-knives-cutters-and-blades/N-1012418
L3,Mailing & Shipping,Industrial Shipping Supplies,Shipping Straps,https://www.officedepot.com/b/strapping-materials-and-twine/N-1012417
L2,Mailing & Shipping,Poly Bags,,https://www.officedepot.com/b/poly-bags/N-4045
L2,Mailing & Shipping,Custom Mailing Labels,,https://www.officedepot.com/b/custom-mailing-labels/N-1212303
L2,Mailing & Shipping,Moving Solutions,,https://www.officedepot.com/l/marketing/moving-solutions/
L2,Mailing & Shipping,Shipping Solutions,,https://www.officedepot.com/l/ideas-center/find-solutions/shipping-solutions
