level,l1,l2,l3,l4,url
L2,Office Supplies,Laminating Sheets,,,https://www.walmart.com/browse/office-supplies/laminating-pouches-sheets/1229749_4993133_6663392
L2,Office Supplies,Shipping Boxes,,,https://www.walmart.com/browse/office-supplies/shipping-boxes/1229749_6012765_8626266
L2,Office Supplies,Notepads,,,https://www.walmart.com/browse/office-supplies/notepads/1229749_9607197_4087395
L2,Office Supplies,Clear Pencil Boxes,,,https://www.walmart.com/browse/office-supplies/clear-pencil-boxes/1229749_8665030_2581465
L2,Office Supplies,Electric Pencil Sharpeners,,,https://www.walmart.com/browse/office-supplies/electric-pencil-sharpeners/1229749_9412206_5153930
L2,Office Supplies,Leather Pencil Cases,,,https://www.walmart.com/browse/office-supplies/leather-pencil-cases/1229749_8665030_9732467
L2,Office Supplies,Mechanical Pencil Refills,,,https://www.walmart.com/browse/office-supplies/mechanical-pencil-refills/1229749_9412206_8973610
L2,Office Supplies,Mechanical Pencils,,,https://www.walmart.com/browse/office-supplies/mechanical-pencils/1229749_9412206_1941422
L2,Office Supplies,Pencil Boxes,,,https://www.walmart.com/browse/office-supplies/pencil-boxes/1229749_8665030_3254837
L2,Office Supplies,Pencil Cases,,,https://www.walmart.com/browse/office-supplies/pencil-cases/1229749_8665030_6999848
L2,Office Supplies,Pencil Grips,,,https://www.walmart.com/browse/office-supplies/pencil-grips/1229749_9412206_2758981
L2,Office Supplies,Pencil Pouches,,,https://www.walmart.com/browse/office-supplies/pencil-pouches/1229749_8665030_8299765
L2,Office Supplies,Pencil Sharpeners,,,https://www.walmart.com/browse/office-supplies/pencil-sharpeners/1229749_9412206_8738834
L2,Office Supplies,Wooden and #2 Pencils,,,https://www.walmart.com/browse/office-supplies/wooden-2-pencils/1229749_9412206_8466862
L2,Office Supplies,Laser Pointers,,,https://www.walmart.com/browse/office-supplies/laser-pointers-remotes/1229749_5041772_9095967
L2,Office Supplies,Raffle Tickets,,,https://www.walmart.com/browse/office-supplies/stickers-raffle-tickets/1229749_2447475_7473260
L2,Office Supplies,Fiskars Scissors,,,https://www.walmart.com/browse/office-supplies/fiskars-scissors/1229749_2752789_8660263
L2,Office Supplies,Safety Scissors,,,https://www.walmart.com/browse/office-supplies/safety-scissors/1229749_2752789_5477010
L2,Office Supplies,Scissors Sharpener,,,https://www.walmart.com/browse/office-supplies/scissors-sharpener/1229749_2752789_6833327
L2,Office Supplies,Tape Flags,,,https://www.walmart.com/browse/office-supplies/tape-flags/1229749_7234959_1987349
L2,Office Supplies,Clear Tape,,,https://www.walmart.com/browse/office-supplies/clear-tape/1229749_7234959_6454568
L2,Office Supplies,Double Sided Tape,,,https://www.walmart.com/browse/office-supplies/double-sided-tape/1229749_7234959_8288686
L2,Office Supplies,Gorilla Double Sided Tape,,,https://www.walmart.com/browse/office-supplies/gorilla-double-sided-tape/1229749_7234959_3841162
L2,Office Supplies,Tape Dispensers,,,https://www.walmart.com/browse/office-supplies/tape-dispensers/1229749_7234959_4747019
L2,Office Supplies,Blackboards & Chalkboards,,,https://www.walmart.com/browse/office-supplies/blackboards-chalkboards/1229749_3462603_6383975
L2,Office Supplies,Chalkboard Chalk,,,https://www.walmart.com/browse/office-supplies/chalkboard-chalk/1229749_3462603_9431704
L2,Office Supplies,Chalkboard Erasers,,,https://www.walmart.com/browse/office-supplies/chalkboard-erasers/1229749_5237975_9499175
L2,Office Supplies,Combination Boards,,,https://www.walmart.com/browse/office-supplies/combination-boards/1229749_1565348_1653870
L2,Office Supplies,Dry Erase Calendar Boards,,,https://www.walmart.com/browse/office-supplies/dry-erase-calendar-boards/1229749_1565348_6953414
L2,Office Supplies,Dry Erasers,,,https://www.walmart.com/browse/office-supplies/board-erasers-cleaners/1229749_5237975_2684798
L2,Office Supplies,Glass Whiteboards,,,https://www.walmart.com/browse/office-supplies/glass-whiteboards/1229749_1565348_6322322
L2,Office Supplies,Magnetic Boards,,,https://www.walmart.com/browse/office-supplies/magnetic-boards/1229749_1565348_7012109
L2,Office Supplies,Whiteboard & Dry Erase Board Paint,,,https://www.walmart.com/browse/office-supplies/whiteboard-dry-erase-board-paint/1229749_1565348_9752526
L2,Office Supplies,Whiteboard Stand,,,https://www.walmart.com/browse/office-supplies/whiteboard-stand/1229749_1565348_4794338
L2,Office Supplies,Bulk Teaching Supplies,,,https://www.walmart.com/browse/office-supplies/teachers-supplies-in-bulk/1229749_3462603_1889202
L2,Office Supplies,School Arts and Crafts,,,https://www.walmart.com/browse/office-supplies/school-arts-and-crafts/1229749_1086045_1718345
L3,Office Supplies,School Arts and Crafts,Colored Pencils,,https://www.walmart.com/browse/office-supplies/colored-pencils/1229749_1086045_1718345_8762795
L3,Office Supplies,School Arts and Crafts,Crayons,,https://www.walmart.com/browse/office-supplies/crayons/1229749_1086045_1718345_3590962
L2,Office Supplies,Poster Boards,,,https://www.walmart.com/browse/office-supplies/poster-boards/1229749_2408070_1542496
L2,Office Supplies,Paper Clips,,,https://www.walmart.com/browse/office-supplies/paper-clips/1229749_9234438_3417460_5355036
L2,Office Supplies,Rubber Bands,,,https://www.walmart.com/browse/office-supplies/rubber-bands/1229749_9234438_3417460_2475708
L2,Office Supplies,Address Labels,,,https://www.walmart.com/browse/office-supplies/address-labels/1229749_4339346_3160248_8502058
L2,Office Supplies,Avery Labels,,,https://www.walmart.com/browse/office-supplies/avery-labels/1229749_4339346_3160248_4562602
L2,Office Supplies,Color Coding Labels,,,https://www.walmart.com/browse/office-supplies/color-coding-labels/1229749_4339346_3160248_3241605
L2,Office Supplies,Multi-Purpose Labels,,,https://www.walmart.com/browse/office-supplies/multi-purpose-labels/1229749_4339346_3160248_7938948
L2,Office Supplies,Printer Labels,,,https://www.walmart.com/browse/office-supplies/printer-labels/1229749_4339346_3160248_6644123
L2,Office Supplies,Shipping Labels,,,https://www.walmart.com/browse/office-supplies/shipping-labels/1229749_4339346_3160248_3734115
L2,Office Supplies,Badge Reels,,,https://www.walmart.com/browse/office-supplies/badge-key-reels/1229749_2447475_8868811_6388841
L2,Office Supplies,Cash Registers,,,https://www.walmart.com/browse/office-supplies/cash-registers/1229749_2447475_6494636_1085031
L2,Office Supplies,Coin Counters,,,https://www.walmart.com/browse/office-supplies/coin-counters-sorters-changers/1229749_2447475_6494636_8570924
L2,Office Supplies,Coin Wrappers,,,https://www.walmart.com/browse/office-supplies/coin-roll-wrappers/1229749_2447475_6494636_4437002
L2,Office Supplies,Lanyards,,,https://www.walmart.com/browse/office-supplies/lanyards/1229749_2447475_8868811_9753481
L2,Office Supplies,Money Counters,,,https://www.walmart.com/browse/office-supplies/money-bill-counters/1229749_2447475_6494636_2743397
L2,Office Supplies,Receipt Books,,,https://www.walmart.com/browse/office-supplies/receipt-order-books/1229749_2447475_1072375_2929014
L2,Office Supplies,Point of Sale (POS) Systems,,,https://www.walmart.com/browse/office-supplies/point-of-sale-systems-pos/1229749_2447475_6494636_1343688
L2,Office Supplies,Thermal Paper,,,https://www.walmart.com/browse/office-supplies/thermal-paper/1229749_2447475_6494636_3596974
L2,Office Supplies,Packaging & Shipping Tape,,,https://www.walmart.com/browse/office-supplies/packing-tape/1229749_2696828_1478303_6557266
